;company;content;label
61954;modumetal;" munich: european patent office has granted patent no. ep3194642 on august 9, 2017, to modumetal inc [us] titled as ""a method and apparatus for continuously applying nanolaminate metal coatings""

 head line: european patent office granted patent to modumetal inc [us] titled as ""a method and apparatus for continuously applying nanolaminate metal coatings""";X
61980;swoopo;"the complicated machinations behind swoopo and its online imitators are drawing attention from critics who say they prey on human foibles, like the tendency of people to overlook the small increments of money they spend to pursue alluring discounts.

 executives at entertainment shopping, the german company that runs swoopo, counter that the auctions are fun and challenging while offering the possibility of a killer deal.

 last month, carolyn parslow, who manages a flea market in trumbull, ohio, won a new refrigerator on swoopo for $9.66 - plus the $61.80 she spent on bids. but she sounds a note of caution, saying that she has lost far more auctions than she has won, and that there does not appear to be a way to gain a persistent edge over rival bidders.

 swoopo avoids fraud by selling all of the products itself, often shipping them directly from suppliers. bidding starts at zero, and players can bid up the auction price only in small set increments, like one, two or six cents. swoopo also offers its own automated bidding tool on the site, called bid butler. there is no possibility that users can ''snipe'' an auction at the last moment, because a few seconds are added to the clock with every new bid.

 nevertheless, swoopo's unique spin on the internet auction appears to be suddenly in vogue. this spring, august capital, a silicon valley venture capital firm, invested $10 million in entertainment shopping, financing its expansion to the united states.

 competing bidders spent a cumulative $2,337 in their losing effort to buy the $1,498 refrigerator, for example. swoopo says it must spend much of that revenue to advertise the auctions and attract customers to the site. the company says it had 2.5 million visitors in july, double the number it had a year earlier, and a total of 2.5 million registered users.

 that, incidentally, creates the impression of swoopo auctions that are about to end but last for hours more, a feature of the site that critics say is subtly misleading.

 i. nelson rose, a consultant to the gambling industry and a professor at whittier law school, said u.s. government regulators would probably evaluate swoopo and its ilk not as games of skill or luck, but as auction sites. in that respect, he said, the law on the topic is somewhat gray.  ''it turns out the idea of paying for bids does not seem to be specifically allowed by states, as it is in most of europe,'' mr. rose said. ''but it doesn't seem to be explicitly prohibited, either.''

 ''in aggregate, consumers trying to obtain these products are overpaying,'' said glen whitney, a mathematician and a former quantitative analyst at the hedge fund renaissance technologies, who was asked to evaluate swoopo. ''unless you have an edge over other people who are bidding, and you can get them to subsidize your purchase, you shouldn't do it. it's a chump's game.''

 mr. marchevsky argues that winning on swoopo requires dexterity and patience  - players must know when an auction is likely to end, so they can allocate their time and money. and they should never bid if they are not serious about prevailing.

 but there's a catch, of course: swoopo users are charged 60 cents every time they bid, and those charges add up fast.

 swoopo recently acknowledged that one aspect of the game is not much fun: spending money to bid on products that someone else wins. last month the site began allowing users to apply that money toward buying the product at full price. swoopo's retail prices are marginally above those offered by sites like amazon.

 in that regard, the company behind swoopo is not taking chances, retaining a well-known gambling lawyer, anthony cabot of the las vegas law firm  lewis and roca, as an adviser.

 in addition to a growing number of small swoopo imitators with names like gobid and rockybid, another startup, project fair bid, has raised $4.5 million from three u.s. venture capital firms and plans to unveil its site next march.

 these critics also say that players face long odds in swoopo's auctions, where they must compete against people in the united states, britain and germany. and they note that swoopo is making a nice profit on each item when all the bidding fees are tallied.

 nick marchevsky, a 27-year-old unemployed designer from sewell, new jersey, is more successful than most swoopo users: he says he has won 27 items over the past few months, including digital cameras, tvs and macintosh computers. but his strategy, he says, is simple, bullheaded persistence. he spends up to two hours in each auction and makes sure he outspends other bidders.";X
62282;datatorrent;"datatorrent is one of the older start-ups on the list having been founded in 2012. so far it has raised $23.8m including a $15m series b round led by singtel innov8.

 the datatorrent rts core is an open source enterprise-grade unified stream and batch processing engine that provides a set of system services that can help developers to focus on business logic. the company also offers a management console that is a full hadoop-integrated application that provides a graphic interface for ""lights out management.""";P
62582;pazien;"financial and operating highlights  --     strong progress across the business: acceleration of our technology, innovation and product development; further strengthened customer relationships  and market reach  --     robust financial performance against tough comparatives: net revenue grew 11%; underlying ebitda increased 14% and underlying ebitda margin(4) up 80  bps; free cash flow of gbp60.3m, reflecting higher tax and increased investment; medium-term net revenue growth guidance unchanged  --     continued successful boarding and migrating of customers onto the new acquiring platform; some more complex customers to be migrated in 2018, in line  with previous guidance  --     sustained strong global ecom performance, lapping exceptional growth in  h1 2016: net revenue +17% and underlying ebitda +20%.  very strong new business pipeline; continue to broaden and deepen global network, including in high growth regions in latin america and asia-pacific  --     resilient uk performance: net revenue +2% against very strong h1 2016; principally reflects scheme fee increases and consumer spending trends.  expect  a strong h2, primarily driven by changes in sales strategy, pricing and take-up of value-added products and services  --     stable us performance:  net revenue +18% (+3% constant currency) with growth in corporates and partnerships offset by continued decline of atm business.  further progress on emv and worldpay total, and on improving resilience, customer service and sales capacity  --     the boards of directors of vantiv and worldpay have announced that they  have reached agreement on the terms of a recommended merger of worldpay and vantiv.  further details are contained in a separate announcement released today  --     interim dividend of 0.8 pence per share, up 23%, reflecting confidence in our prospects.  a special dividend of 4.2 pence per share will be paid conditional upon completion of the merger (for details see the merger announcement)  ""we delivered a strong first half performance, further extending our long-term  track record of substantial growth.  this performance has been achieved through our relentless focus on meeting the changing needs of our customers in an increasingly global and dynamic payments market.  we have accelerated the pace of delivery across our technology and product offerings, driving more opportunities in our chosen markets and strengthening our new business pipeline for global ecom, which is the biggest it has ever been and continues to deliver sustainable returns.  today, i am pleased to announce our recommended merger with vantiv.  the combination of scale and presence that the merger will bring is an exciting step in the creation of a truly global leader in payments.""  philip jansen, chief executive officer  performance summary and outlook  the commentary below summarises group and divisional performance for the six months to 30 june 2017.  except where otherwise stated, comparisons are made with the same period in 2016.  group performance: strong progress across the business and a robust financial performance  the group made strong progress in the first half of 2017, with an accelerating  pace of technology, innovation and product development, and a further strengthening of our customer relationships and market reach.  these enhanced capabilities have reinforced the group's ability to drive future growth by capitalising on the structural growth drivers in the payments market, and have further increased the group's already strong visibility of future earnings.  the group delivered a robust financial performance, against the exceptionally strong growth we saw in the first half of 2016.  the value of transactions processed increased by 11% to gbp241.4bn, similar to the rate of growth in 2016.  this supported net revenue growth of 11% which, while it included a benefit from the translation of overseas earnings into sterling, was consistent  with our guidance range of 9% to 11% compound annual net revenue growth over the medium-term.  underlying ebitda grew more strongly at 14%, and underlying ebitda margin increased by 80 basis points, reflecting good cost control and the benefits of the operating leverage inherent in our business model.  this performance, together with strong free cash flow generation of gbp60.3m despite continued high levels of investment and higher tax payments, support the payment of an interim dividend of 0.8 pence per share, a 23% increase, to be paid on 23 october 2017.  global ecom  global ecom delivered further strategic and financial progress.  net revenue grew 17%, representing a sustained strong performance given the 25% growth in the first half of 2016.  the majority of global ecom's growth continues to be derived from its existing portfolio of customers, notably in this half year in the retail, airline and digital industry verticals, benefiting from both their underlying growth, and wallet share gains as we enhance the value we deliver to  them.  in terms of products, acquiring, treasury management and foreign exchange services, and gateway saw strong growth in this period.  global ecom also performed well in retaining and expanding contracts with existing customers, including azul, hong kong express and dwi digital cameras, amongst others.  global ecom's pipeline of potential new business remains very strong, further supporting the visibility of growth in the division over the longer-term. in the first half of the year, global ecom signed a number of contracts with new customers from a broad mix of industry verticals and geographies, including vanilla air, hobby king, televisa and copa.  global ecom continues to increase its exposure to faster-growing regions in terms of geography, with the division's asia-pacific and latin american business growing at substantial rates.  the strong growth in these regions is being supported by new acquiring capabilities in brazil and argentina which have created a strong platform for growth in the latin american region.  the group also continued to further strengthen its global acquiring network, with the launch of domestic acquiring capabilities in malaysia and turkey, helping to improve transaction acceptance, while maintaining their full compliance with  local rules and regulations.  the strength of global ecom's customer proposition was further reinforced in the first half by the delivery of a broad range of new products and enhancements.  these included updates to the applepay and androidpay mobile wallets, updates to alternative payment methods including klarna, molpay, billdesk and trustly, and the commencement of development for single click functionality for china unionpay.  we also commenced the migration of our global ecom customer base onto pazien, our reporting and data insight platform,  in the first half of the year.  wpuk  wpuk made good progress in the first half on its strategy to deliver more value for merchants, and delivered net revenue growth of 2%.  this result reflects a demanding comparative period in the first half of 2016 (with very strong net revenue growth of 12%), year-on-year increases in scheme fees, and the deceleration in uk consumer spending growth towards the end of the first half of 2017.  wpuk is expected to deliver strong net revenue growth in the second half of the year, primarily driven by changes in sales strategy, pricing  changes to recover the increased scheme fees, and the accelerated take-up of value-added products and services.  underlying ebitda also grew 2%, a strong performance given a gbp3.3m bad debt charge relating to the collapse of a travel sector merchant.  underlying ebitda also included for the first time an allocation of costs relating to the new acquiring platform; excluding these, operating costs fell by 3%.  in the sme segment, my business dashboard, wpuk's online merchant tool, now has over 100,000 users, with over 80% of these regularly active.  in addition, the usage of ecommerce and business finance products continues to grow, increasing the average number of products used by merchants and growing the average value per merchant. approximately gbp20m has now been advanced to small  businesses through worldpay business finance (in partnership with liberis), and customer advocacy of the product is high with repeat business generated from over half of the initial customers.  wpuk also continued to improve its service to sme merchants, with the launch of an online ""self-service"" function,  alongside a number of other initiatives.  as a result, wpuk's net promoter score increased five points and sme customer churn reduced.";Q
62899;treventis;"this financing supports the continued progression of treventis' compounds with the initial objective of delivering an ad drug candidate into first-in-man testing. the ultimate goal is to provide a drug that effectively and safely prevents the progression of ad.

 treventis has received a us$4.4mn seeding drug discovery award from the wellcome trust to continue development of a potentially disease-modifying drug for the treatment of alzheimer's disease (ad). using a novel, proprietary drug-design platform, treventis synthesised a class of organic drug-like molecules with the unique capability of binding to both amyloid beta and tau, preventing aggregation of both proteins using a single drug.";X
63180;chartiq;"the opportunity to be mentored by some of the worlds leading financial institutions is invaluable to us. the program is a unique honor and will help us mature our product and go-to-market strategies as we launch our product across asia, says schleifer.  the lab provides rising startups mentorship from technology leaders within the sponsor organizations in order to gain insights into the needs, use cases, and innovation plans within institutional and retail finance businesses. chartiq will participate in the lab to build on its existing success in the us and europe, and refine its product roadmap for the asia-pacific region.  the fintech innovation lab asia-pacific offers entrepreneurs the opportunity to gain valuable insights about what financial institutions are really looking for from fintech startups, said jon allaway, senior managing director, financial services at accenture. our lab helps foster innovation in financial services, which ultimately helps provide better service for everyday customers.  about chartiq:chartiqprovides time series based charting and data visualization solutions for capital market applications.based out of charlottesville, virginia, with offices in new york, london, and cyprus, chartiq has more than 125 customers around the world.chartiq helps investment banks, brokerages, trading platforms, and financial portals replace legacy charting technologies with its professional html5 charting library. 2016 global data point.

 (prweb) - chartiq, provider of html5 financial charting and data visualization solutions, has been selected for accentures prestigious fintech innovation lab asia-pacific. the accelerator program helps promising fintech companies specializing in enterprise solutions, scale their businesses by connecting them with senior executives from leading financial institutions across asia. eight startups were selected for the 2016 lab in hong kong to be mentored by some of themost influential institutions in global banking.  dan schleifer, ceo and co-founder of chartiq, will participate in the 12-week program beginning at the end of august. now in its third year, the lab is sponsored by more than a dozen global leaders in capital markets, insurance, and banking across asia.";X
63955;femasys; femasys and norgenix pharmaceuticals have signed an agreement for exclusive distribution rights in the us for femasys' femvue saline-air device, which is used to evaluate a woman's fallopian tubes with standard ultrasound, called a sono hsg. the femvue saline-air device has been cleared by the fda for use during diagnostic sono hsg for fallopian tube evaluations. it creates a consistent alternating pattern of saline and air used as contrast allowing physicians to evaluate a woman's fallopian tubes with existing ultrasound equipment. the procedure can be performed by a woman's gynaecologist or infertility specialist in the office.;X
64449;zeroturnaround; terms of the transaction were not disclosed. rogue wave said the acquisition of zeroturnaround builds on the company's commitment to improving its developer toolset, and to simplifying development complexity, improving application quality and shortening cycle times. rogue wave offers api management, web and mobile, embeddable analytics, static and dynamic analysis to open source support to financial services, technology, healthcare, government, entertainment, and manufacturing. zeroturnaround enables developers to sync across systems immediately. the company's technology used by more than 5,200 enterprise teams, representing more than 65,000 active users in over 90 countries. country:  estonia sector:  computer software target:  zeroturnaround buyer:  rogue wave software vendor: deal size in usd: type: corporate acquisition financing: status: closed buyer advisor: , , comment:  terms of the deal were not disclosed;X
65066;streetshares;"walters is a graduate of the u.s. military academy at west point. he earned an mba from northwestern university and an mpa from harvard university. learn more about walters and his role at streetshares here.

 ed is a natural fit to grow streetshares since he is a proven, results driven chief marketing officer who is also a military veteran, said mark l. rockefeller, ceo and co-founder of streetshares.

 (1) this program is not associated with the sba patriot express loan program, which was discontinued. (2) streetshares notes are a non-deposit investment product. not fdic insured. no guarantee. may lose value. see offering statement for more details.

 about streetshares streetsharesprovides financial solutions for america`s heroes and their communities. business owners get fast, affordable business loans. investors can earn 5% returns with investment products such as veteran business bonds. as a leader in the affinity-based lending model, streetshares focuses on serving the military and veteran business community and has more than 40,000 members. membership is free. streetshares underwrites and originates term loans and lines of credit, and provides government contract financing. streetshares is veteran-run and located outside ofwashington, d.c.

 streetshares also offers the american public the opportunity to invest with social impact. streetshares offers innovative investor products, such as veteran business bonds (2), to help veteran and main street small business grow. veteran business bonds was the first to receive qualification from the u.s. securities and exchange commission (sec) to allow the american public to invest in small business loans.

 streetshares provides veteran and main street small businesses with the working capital they need to grow. the small business marketplace lender leverages its new proprietary and patent-pending technology to provide better financial services more efficiently than its competitors. streetshares provides small business financing through small business loans, its patriot express(1) lines of credit, government contractor financing, and invoice receivables financing.

 (prweb) - streetshares, the northern virginia-based fintech company focused on financing military veteran-owned small businesses, announced the addition of new chief marketing officer, ed walters. walters experience includes serving as vice president of marketing and communications at act, the chief marketing officer of the us army, principal deputy assistant secretary of the army, brand manager at kraft foods, and us army intelligence officer.

 more than nine percent of u.s. businesses are military veteran-owned. walters will grow the number of streetshares members so veteran business owners will have access to the lending products they need while giving access to investors to support them.";X
65320;learnzillion; mr. witmer is an investor in several education organizations focused on the professional development of teachers and improved learning. these include springboard collaborative, teach for america, learnzillion and cambium learning group. mr. witmer also supports several organizations which encourage others to enjoy the outdoors.;X
65946;trademarkvision;"it is the second major contract trademarkvision has won. in december, the company secured a deal with the european union intellectual property office.

 trademarkvision chief operating officer cameron mitchell said the company was pleasantly surprised that such a small business could win a sizeable tender from a government agency, after pitching began in mid-2015.

 phase one of the project is already complete, with trademarkvision redeveloping ip australia's internal search system, improving its accuracy and saving examiners time.

 trademarkvision was founded by former nicta (now data61) senior computer vision research engineer sandra mau, after she had worked on the system for tracking people through airports and shopping malls and spun the technology to use in other areas.";X
66223;dizzion;"dizzion provides virtual desktops and other cloud solutions such as application streaming and cloud storage that extends cxone with the ability to offer enhanced desktop applications and data access from any device, anywhere, while also increasing data and endpoint security.

 devone offers partners broad tools and resources to enable them to create new applications on cxone, including extensive documentation and support, and access to an online developer community. companies interested in how dizzions application works with cxone can visit cxexchange to learn more about the application and read reviews. cxexchange is a centralized, state-of-the-art marketplace for developers to market and sell their cxone-based applications.

 cloud applications can make contact center operations a lot easier to maintain and innovate, said paul jarman, ceo of nice incontact. offering a desktop-as-a-service capability on cxone provides incontact users with a seamless virtual desktop environment. we welcome dizzion as part of the cxexchange marketplace. 2017 global data point.

 dizzion is excited for this partnership with nice and incontact and being part of cxexchange, said steve prather, ceo of dizzion. our technology helps customers more easily access their business critical applications without compromising security and is now integrated with cxone.

 nice incontact (nasdaq:nice) today announced that dizzion, a desktop-as-a-service (daas) and end user computing solutions provider, is part of the devone development program and provides virtual desktops on cxexchange, the most extensive technology ecosystem currently available in the customer experience market. products available on the cxexchange marketplace are designed to integrate with nice incontact cxone, the worlds no. 1 cloud customer experience platform.

 dizzions cloud desktops are ideal for contact centers, remote working environments, distributed workforces and organizations with stringent security and compliance requirements.";X
66266;bambeco;" bambeco (maryland), has been granted trademark (4604497) titled as ""bambeco sustainable living with style"" from the united states patent and trademark office.";X
67707;globein;a silicon valley start-up is sourcing handmade crafts from kyrgyzstan, and the first goods were being sold just in time for christmas. us-based globein allows local artisans to sell their work to an online global marketplace. pete rognli is globein's representative in bishkek, and is sending the first consignments of handmade felt toy donkeys made by local artisan burma bekysheva to an international buyer last month.;X
67878;defensestorm;" alexandria: defensestorm, inc. corporation (delaware), has been granted trademark (5235785) titled as ""defensestorm"" from the united states patent and trademark office.";X
68309;mustbin;"inventors: mahajan; satyender (cambridge, ma), sollami; michael r. (cambridge, ma), shimer; preston c. (westborough, ma), prusinoski; scott (framingham, ma), mackey; nathan a. (natick, ma), shin; brian j. (newt assignee: mustbin, inc. (boston, ma) (massachusetts)

  alexandria, va: united states patent and trademark office has granted patent no. 9,716,695 on july 25, 2017, to mustbin, inc. (massachusetts) titled as ""bin enabled data object encryption and storage apparatuses, methods and systems""

 head line: us patent granted to mustbin, inc. (massachusetts) on july 25, 2017 titled as ""bin enabled data object encryption and storage apparatuses, methods and systems""";Q
69201;clickpass;"one 29-year-old londoner has yet to enjoy those fruits. peter nixey is already a millionaire ""on paper"" as head of a new internet startup called clickpass, a web tool that dispenses with the need to log in to successive websites when online. now in san francisco following frustrations in boston, he has been entangled in the dreaded red tape that can stymie the best-laid business plan.";X
69225;dstld;"online retailer dstld jeans, for example, used its sales data to learn that black skinny jeans sell better in smaller sizes while straight-legged styles appeal to larger sizes, and adjusted production accordingly. meanwhile, online clothing brands ayr and bonobos operate select shops that function as ""test kitchens,"" where customers can give direct feedback on new products that goes right back to the designer.";X
69281;inrfood;" the inrfood app - available now on iphone and android - helps people make smart decisions about the food they eat. at home or in the store, shoppers simply scan a food's barcode to get nutrition and ingredient information and find out if the food is a good match for their personalized dietary profile. they are also able to compare 2 items side by side and inrfood will even provide personalized healthier alternatives. the company's tagline is ""trust what you eat.""

 inrfood is spurring a grassroots nutrition revolution that is calling for more transparency in foods and ingredients. we are extremely excited to work with houston health ventures to continue scaling inrfood to the masses.

 inrfood was created by serial entrepreneurs keval mehta and don o'brien who were fed-up with the level of effort required to understand a food label. ""we thought we were eating healthy until we found out there was a lot of hidden information in between the lines. turns out dietary needs are unique for each one of us and is about more than just calories. we thought what if we could bring it all together? what if we could make it easy for people to 'trust what they eat' and understand what's in their food beyond the calorie count? that's why we built inrfood.""

 inrfood's goal is to give people more control of their nutrition, beginning with a better understanding of what goes into today's foods and how dietary decisions directly affect peoples' health and wellness. with its assortment of practical tools like calorie counting and ingredient analysis, the company's new, customizable free mobile app is a big step in that direction.

 dietary guidance too often focuses on calories or carbs to the exclusion of micronutrients and other ingredients that are just as if not more important. inrfood makes deciphering all of these variables tremendously simple, bringing transparency to a complex topic.";X
69330;bitvore;" alexandria, va: united states patent and trademark office has granted patent no. 9,582,551 on february 28, 2017, to bitvore corp (california) titled as ""method and apparatus for collection, display and analysis of disparate data""

 head line: us patent granted to bitvore corp (california) on february 28, 2017 titled as ""method and apparatus for collection, display and analysis of disparate data""";X
69951;artsicle; purchase : following is the profile of alexis tryon vp of mastercard incorporated:  alexis is a professional generalist: she does a bit of everything here at the muse and likes it that way! her startup roots run deep - alexis was previously the co-founder and ceo of artsicle - and she loves advising new businesses in her free time. she graduated from upenn, is a proud texan at heart, and can't get enough of goldfish crackers.;X
